Total Time,Average Time,Accuracy,Precision,Recall,F1 Score,GPU Memory Usage (MB),GPU Memory Before each input Usage (MB),GPU Memory After each input Usage (MB),Token_per_input,FPR
215.86562967300415,0.13472955657309016,0.9063136456211812,0.9583333333333334,0.8483606557377049,0.9,"0    4.235294
Name: Memory Usage (MiB), dtype: float64","0    16588.557809
Name: Memory Usage (MiB), dtype: float64","0    16592.793103
Name: Memory Usage (MiB), dtype: float64",38.90667507958407,0.03643724696356275
215.16223883628845,0.13353031063660165,0.9074074074074074,0.9624413145539906,0.8471074380165289,0.901098901098901,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    17843.0
Name: Memory Usage (MiB), dtype: float64","0    17843.0
Name: Memory Usage (MiB), dtype: float64",39.23892756519662,0.03278688524590164
215.3043692111969,0.13313427996683797,0.9063136456211812,0.9583333333333334,0.8483606557377049,0.9,"0   -0.008114
Name: Memory Usage (MiB), dtype: float64","0    17840.077079
Name: Memory Usage (MiB), dtype: float64","0    17840.068966
Name: Memory Usage (MiB), dtype: float64",39.36097452632521,0.03643724696356275
215.28992462158203,0.13348423491626918,0.9059304703476483,0.9579439252336449,0.8471074380165289,0.899122807017544,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    17838.0
Name: Memory Usage (MiB), dtype: float64","0    17838.0
Name: Memory Usage (MiB), dtype: float64",39.280343067919176,0.03643724696356275
215.53390860557556,0.13325912618733807,0.9040816326530612,0.958139534883721,0.8442622950819673,0.8976034858387799,"0    0.0
Name: Memory Usage (MiB), dtype: float64","0    17838.0
Name: Memory Usage (MiB), dtype: float64","0    17838.0
Name: Memory Usage (MiB), dtype: float64",39.32957565162205,0.036585365853658534
